"","StockPrice","LogPrice","Returns","Volatility"
"1",100,4.60517018598809,0,0.04
"2",100.885924971995,4.61399042280264,0.00885924971994612,0.0363642334338188
"3",100.353822612144,4.60870216731349,-0.00527429728179078,0.0353533181843971
"4",101.984389030062,4.62481975284624,0.016248174463866,0.0363281968854972
"5",103.395043648247,4.6385570271561,0.0138320642168996,0.0322219374460084
"6",101.562490050375,4.62067427455851,-0.0177238050607748,0.0329786914208602
"7",101.044819949547,4.61556418028478,-0.00509705995364351,0.0331656615238315
"8",100.974708879277,4.61487007834829,-0.000693861103467425,0.033540999693932
"9",98.2331616944485,4.58734385381696,-0.0271508302946082,0.0374825462293996
"10",100.852818219724,4.61366220867735,0.026667741118059,0.0330529926832534
"11",100.690731479969,4.61205375457458,-0.00160716123373473,0.0374901055943114
"12",100.776004421647,4.61290027592599,0.000846879751735992,0.0347947233395814
"13",101.145584799272,4.61656091262915,0.00366734501676357,0.0308689750703999
"14",101.940762086469,4.62439188071747,0.00786171031365547,0.0285991265626346
"15",100.950693443838,4.61463221391641,-0.00971219581222626,0.0295423107399728
"16",100.402056372659,4.60918268884727,-0.00543470334341119,0.0301606824205155
"17",100.673607893539,4.61188367891447,0.0027046410271974,0.0292680818008896
"18",101.400598976997,4.61907899821061,0.00722126780463342,0.0263146496583393
"19",102.797688871941,4.63276287097789,0.0137779254663064,0.0244902976883079
"20",102.389050653087,4.62877977967234,-0.00397516931886275,0.0282957883773156
"21",102.157410634429,4.62651486522481,-0.00226235146414765,0.0290703126888105
"22",102.219195052935,4.62711947865578,0.000604796246514745,0.0273364663386349
"23",103.939228089098,4.64380638304798,0.0168269084419255,0.0245429251200043
"24",103.507201395004,4.63964118898063,-0.00415653167756516,0.0241237741417728
"25",105.003250410996,4.65399130597358,0.0144535742038142,0.0194212732879742
"26",105.512618824758,4.65883055547679,0.00485097758182126,0.0183903677158281
"27",106.087401082263,4.66426329287885,0.0054475214804388,0.016748397775421
"28",106.139906950674,4.6647581007334,0.000494930292152775,0.0198637495569086
"29",104.922487585512,4.65322186407248,-0.011469949429368,0.0227991007756282
"30",104.979425167065,4.6537643801668,0.000542663282796536,0.0227981965282978
"31",105.522052257084,4.6589199572067,0.00516888989585721,0.0197592212549118
"32",103.385411781525,4.6384638668358,-0.0202482839355089,0.0223926708833948
"33",103.276250773404,4.63740744430515,-0.00105586471282031,0.0250110584171457
"34",104.181973885802,4.64613911901605,0.00876990697875704,0.0273644440565321
"35",102.689236094899,4.63170730223911,-0.0143281772769873,0.0298173073088188
"36",104.437203064168,4.64858596315988,0.0170219103358893,0.0287894300402575
"37",104.162454481737,4.64595174271542,-0.00263075393030236,0.0311851573796712
"38",104.558147713116,4.64974335409704,0.00379880863356719,0.0356297777595956
"39",103.693372486408,4.64143820274383,-0.00827075886118455,0.0358182568253677
"40",105.121006210243,4.65511212670574,0.0137678396372114,0.0323655102851601
"41",104.019191504566,4.64457541581487,-0.0104813942084373,0.035155081456379
"42",102.787321733121,4.63266201597101,-0.0118427162682854,0.0379996345103996
"43",103.419188413219,4.63879051945342,0.00614732118167986,0.0368797257216749
"44",103.470981609437,4.63929120247084,0.000500808380078211,0.0430825204251557
"45",104.472363764967,4.64892257484947,0.0096779033111885,0.0399289683309765
"46",103.684548985885,4.64135310689113,-0.00754089168360979,0.0412456148713198
"47",106.876527379556,4.6716742184255,0.0307854779221322,0.0325360786024891
"48",106.714622866231,4.67015819546156,-0.00151487438163044,0.0320720068222777
"49",106.69345264157,4.66995979411541,-0.000198381665906556,0.035993708019308
"50",105.77481870027,4.66131248259162,-0.00861003106147379,0.0344080999710996
"51",107.219606406915,4.67487912750023,0.0136590894165299,0.0313226328301866
"52",105.952121549263,4.66298730857483,-0.0118213906964143,0.0338569533975475
"53",106.190000244369,4.665229944717,0.00224515273151966,0.0311153981583124
"54",104.735536999786,4.65143847766839,-0.0136968004636657,0.0321115122852279
"55",109.412080549044,4.69512130938543,0.0446509721840406,0.0263221754514173
"56",109.289860587659,4.69400362406931,-0.00111706093853346,0.022157480339824
"57",109.745911382655,4.69816779734476,0.00417285549221674,0.0210940180836354
"58",110.465068426906,4.70469934814702,0.00655292789671769,0.0184769387050248
"59",109.054199385979,4.69184500071847,-0.012772083166367,0.0222322842206954
"60",108.721091695524,4.68878581114203,-0.00305451502399821,0.0250290312795311
"61",109.823352196668,4.69887318584915,0.0101384237773342,0.0228598343765624
"62",110.121443192324,4.7015837858217,0.00271427697019077,0.0247026037935333
"63",107.616408269682,4.67857312931443,-0.0227479303759898,0.0276119838331617
"64",106.649393780111,4.66954676070159,-0.00898575324264537,0.0285642766383432
"65",106.274249124805,4.66602300882168,-0.00351755075213517,0.0298245913965624
"66",105.417310556784,4.65792685940351,-0.00806346386897501,0.0337783944315092
"67",105.289659900236,4.65671521773938,-0.00121090792275099,0.0321823444122791
"68",106.101200170362,4.66439335724646,0.00770769200788495,0.0308554804911084
"69",105.478314672474,4.65850538366,-0.00587067344090461,0.0341349463936405
"70",105.547182957737,4.65915808476467,0.000652914160384768,0.029704113268751
"71",106.274590813327,4.6660262239747,0.00689177896752892,0.0304331444777159
"72",105.99698209186,4.66341062287525,-0.00261218339532338,0.0304437612728163
"73",105.773655100036,4.66130148180098,-0.00210691839915281,0.0320977273856606
"74",107.093995588138,4.67370691227926,0.0124826970085678,0.0356595051995179
"75",107.103657868424,4.67379713063727,9.02224278101556e-05,0.0366652967890807
"76",105.943700013543,4.66290782106383,-0.0108302356610983,0.0375438970408078
"77",105.085550430419,4.65477478441987,-0.00810005298111259,0.0403106454812571
"78",104.305205548623,4.64732127014406,-0.00742580572304818,0.0449248618075616
"79",102.768916372872,4.63248293738437,-0.0147287871939888,0.0464018013055549
"80",101.462492867825,4.61968920179359,-0.012712243654554,0.0423033439536935
"81",101.103899450501,4.61614869551507,-0.00353424607644334,0.0416662446442109
"82",100.320666543487,4.60837172103606,-0.00774681205443544,0.0483413469393226
"83",99.6034126515896,4.60119642757375,-0.00714961250369078,0.0467782142843132
"84",99.7963901071387,4.60313201139207,0.00193745826987101,0.0495122404661581
"85",100.48441919667,4.61000268261134,0.00689432843004603,0.0545477607937698
"86",100.020162927416,4.6053717949378,-0.00462018164573195,0.0578804123378637
"87",102.114138344047,4.62609119103968,0.0209355329500014,0.0576384411385483
"88",102.263309175041,4.62755094953352,0.00146082445988868,0.0584227651726392
"89",102.388711891539,4.62877647109485,0.00122627281974523,0.054154211187571
"90",101.814031850835,4.62314793205224,-0.00561272849406788,0.0559196937259829
"91",105.721862863105,4.66081171030639,0.0383820475550487,0.0517689614164715
"92",107.827712831222,4.68053470179285,0.0199187747083515,0.0479575431216061
"93",109.137554255979,4.69260905227096,0.0121475397220642,0.0437656577220728
"94",109.969230367991,4.70020060273503,0.00762043934081053,0.041147547951623
"95",109.173204864222,4.69293565649975,-0.00723862030410844,0.0451741679014018
"96",109.889720547221,4.69947732243277,0.00656310936269139,0.0435425429099932
"97",111.721671201987,4.71601069980851,0.0166708100233861,0.0432220148792486
"98",112.866571284334,4.72620633594197,0.0102477887237907,0.0413682956274621
"99",112.514827399479,4.72308501206622,-0.00311645760876783,0.0434311209431138
"100",108.926061121919,4.69066931372258,-0.0318959408329252,0.0470594396351843
"101",109.181637411837,4.69301289360181,0.00234632820911601,0.0461174519008079
